WO Date,Asset ID,Equipment Description,Downtime,WO No.,Line No,WO Type,Failure Type,Week,Last Week,Last Month,BDA Triggered
1/4/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,2.75,406742,RT3000,Corrective Maintenance,Process Failure,1,FALSE,FALSE,FALSE
1/4/2025,FW000811,45-GR-33  MPE 999 Grinder #3,1.33,406743,Grinder 3,Minor Breakdown Maintenance,Breakdown,1,FALSE,FALSE,FALSE
1/5/2025,FW000256,25-WB-07 Green Bean Bulk Bin 7A & 7B Discharge Weigh Belt,0.75,406754,Green Bean,Manual Product Move,Process Failure,2,FALSE,FALSE,FALSE
1/5/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,2.75,406757,RT3000,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/5/2025,FW000699,40-CV-22 CD01 Conveyor Rotary Valve,0.5,406755,ROTARY VLV,Rotary Valve,Process Failure,2,FALSE,FALSE,FALSE
1/5/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,0.75,406756,ROTARY VLV,Rotary Valve,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000277,30-RS-04 R1000R,1,406788,RT1000,Manual Product Move,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000339,70-FL-23 Urn General Bagger Filler,0.42,406789,23- Urn 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000339,70-FL-23 Urn General Bagger Filler,0.67,406790,23- Urn 1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000362,70-FL-22 5LB. General #2 Bagger Filler Line 22,0.5,406781,22- 5LB,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000362,70-FL-22 5LB. General #2 Bagger Filler Line 22,0.25,406782,22- 5LB,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000369,70-SL-22 Case Taper after 5LB  General #2,0.33,406784,22- 5LB,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.5,406795,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000600,70-VA-21B Frac 1 Plitek Valve Applicator Line 21B,5,406797,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.25,406779,24-Retail1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW000641,70-FL-21B Frac 1 Packaging Line 21- Side B,2,406796,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW001008,70-HP-35 URN 1 Surge Hopper Line 23,0.5,406786,23- Urn 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW200077,FLAVOR #1 SPRAY DYNAMIC FLAVOR APPLICATOR,0.42,406793,Flavor,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/6/2025,FW200077,FLAVOR #1 SPRAY DYNAMIC FLAVOR APPLICATOR,0.5,406794,Flavor,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW00003395,30-CV-30 Chain Conveyor,0.17,406849,Chainvey,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW00003420,70-VA-41 Plitek Valve Applicator Line 41,0.33,406857,41- Frac 3 FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW00003420,70-VA-41 Plitek Valve Applicator Line 41,0.5,406876,41- Frac 3 FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW00003481,THAYER REWORK FEEDER,2,406881,Rework,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW00003495,70-FL-25B Video Jet Printer,0.08,406844,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000277,30-RS-04 R1000R,0.5,406855,RT1000,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000339,70-FL-23 Urn General Bagger Filler,0.5,406861,23- Urn 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000392,Pack- Vac Leak Detector,0.6,406873,QA,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000548,Air Compressor  1,0.17,406878,Air Compressor,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.25,406839,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,1,406840,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000599,70-VA-21A Frac 1 Plitek Valve Applicator Line 21A,0.25,406851,21-Frac 1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.5,406798,24-Retail1,Minor Breakdown Maintenance,Breakdown,2,FALSE,FALSE,FALSE
1/7/2025,FW000641,70-FL-21B Frac 1 Packaging Line 21- Side B,0.5,406838,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000657,70-FL-28 20 lb. All Fill Auger,0.4,406868,28- 20LB,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000675,70-SL-25 Frac2 Combi Case Sealer,0.25,406863,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,0.5,406879,ROTARY VLV,Rotary Valve,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000817,70-FL-25A Fractional Packaging Line 25,0.25,406862,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000817,70-FL-25A Fractional Packaging Line 25,0.5,406870,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.33,406846,40- Retail FLV,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.25,406847,40- Retail FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.25,406853,40- Retail FLV,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW001013,70-FL-25B Fractional Packaging Line 25,0.25,406854,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW001013,70-FL-25B Fractional Packaging Line 25,0.42,406864,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW001019,70-CE-25 Frac 2 Combi Case  Erector Line 25,0.5,406865,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/7/2025,FW001023,"70-MD-24 Safeline Metal  Detector, Mettler Toledo, 4""",0.75,406837,24-Retail1,Minor Breakdown Maintenance,Breakdown,2,FALSE,FALSE,FALSE
1/7/2025,FW200074,70-FL-41 Hayssen Frac 3  Bagger Equipment,0.5,406869,41- Frac 3 FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW00003399,40-CV-03  Chain Conveyor,2,406916,Chainvey,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW00003508,REWORK CONVEYOR/ BAG SHREDDER / RIDDLER  LOCATED ON WEST WALL,1.5,406896,Rework,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW00003508,REWORK CONVEYOR/ BAG SHREDDER / RIDDLER  LOCATED ON WEST WALL,0.5,406908,Rework,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW00003544,PTR  BALER BOX COMPACTOR 3 GREEN BEAN ROOM,0.33,406920,Baling GB,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW00003610,60-CV-81 Chain Conveyor,0.33,406901,Chainvey,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000277,30-RS-04 R1000R,1.33,406895,RT1000,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.5,406893,RT3000,Manual Product Move,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000287,40-CV-31A  Distribution Conveyor (to Tempering Bins 31A B C & 32 A B C),0.5,406909,Chainvey,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000339,70-FL-23 Urn General Bagger Filler,0.17,406889,23- Urn 1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.25,406888,21-Frac 1,Minor Breakdown Maintenance,Breakdown,2,FALSE,FALSE,FALSE
1/8/2025,FW000605,70-CE-21 Frac1 Combi Case Erector Line 21,0.25,406887,21-Frac 1,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.33,406890,24-Retail1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.2,406891,24-Retail1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.2,406897,24-Retail1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,1,406912,24-Retail1,Minor Breakdown Maintenance,Breakdown,2,FALSE,FALSE,FALSE
1/8/2025,FW000633,70-CW-24 Mettler Toledo Check Weigher Scale,0.5,406906,24-Retail1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,1,406918,ROTARY VLV,Rotary Valve,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000796,50-HP-24D / KV-01 Knife Valve,0.2,406917,24-Retail1,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000799,40-HP-21B Tempering Bin,0.17,406902,Temper,Corrective Maintenance,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000817,70-FL-25A Fractional Packaging Line 25,0.17,406900,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.25,406899,40- Retail FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.5,406921,40- Retail FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW001013,70-FL-25B Fractional Packaging Line 25,0.25,406898,25-Frac 2,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/8/2025,FW001095,"SCREENER #2, AZO, CENTRIFUGAL SIFTER",2.75,406892,Grinder 2,Food Safety Request,Process Failure,2,FALSE,FALSE,FALSE
1/9/2025,FW00003605,FLAVOR #3 SPRAY DYNAMIC FLAVOR APPLICATOR,0.33,406939,Flavor,Minor Breakdown Maintenance,Breakdown,2,FALSE,FALSE,FALSE
1/9/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.33,406922,40- Retail FLV,Operator Adjustment,Process Failure,2,FALSE,FALSE,FALSE
1/12/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.5,406994,RT3000,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.5,406995,RT3000,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000362,70-FL-22 5LB. General #2 Bagger Filler Line 22,0.5,407000,22- 5LB,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000536,40-HP-31A / KV-01  Knife valve,0.25,406996,Temper,Rotary Valve,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000565,ECP02 Chaff Conveying Grecon Panel,0.33,406992,CHAFF,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.17,407001,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.25,407002,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/12/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",5.25,407004,40- Retail FLV,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/13/2025,FW00003420,70-VA-41 Plitek Valve Applicator Line 41,0.42,407062,41- Frac 3 FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW00003421,70-VA-43 Plitek Valve Applicator Line 43,0.42,407064,43-5LB FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW00003605,FLAVOR #3 SPRAY DYNAMIC FLAVOR APPLICATOR,0.5,407057,Flavor,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000572,30-RS-04\GT-02 R1000R AfterBurner Gas Train,1.75,407055,RT1000,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/13/2025,FW000591,70-SCR-22 5LB Vibratory Feeders Line 22,0.33,407049,22- 5LB,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.33,407059,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000599,70-VA-21A Frac 1 Plitek Valve Applicator Line 21A,0.42,407060,21-Frac 1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000605,70-CE-21 Frac1 Combi Case Erector Line 21,0.33,407061,21-Frac 1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.33,407065,24-Retail1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.33,407066,24-Retail1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",12,407068,40- Retail FLV,Major Breakdown Maintenance,Breakdown,3,FALSE,FALSE,TRUE
1/13/2025,FW200072,30-RS-08 Roaster #8 Neptune  3000 2018 YEAR,2,407067,Neptune,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW200073,70-FL-43 Hayssen Packaging Equipment,1,407058,43-5LB FLV,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/13/2025,FW200073,70-FL-43 Hayssen Packaging Equipment,0.7,407063,43-5LB FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000277,30-RS-04 R1000R,4,407091,RT1000,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000277,30-RS-04 R1000R,3.5,407104,RT1000,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/14/2025,FW000361,70-PL-24 Video Jet Printer,0.25,407083,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.33,407099,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,3,407110,21-Frac 1,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/14/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.83,407081,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.67,407082,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000643,"40-BN-21, Blender 21",0.5,407107,MIXER,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,5.33,407090,ROTARY VLV,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000759,40-CV-21A  CD04 Conveyor Rotary Valve,0.42,407106,ROTARY VLV,Rotary Valve,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000819,70-VA-25A Plitek Valve Applicator,0.25,407085,25-Frac 2,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",1,407086,40- Retail FLV,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/14/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",1,407102,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.75,407103,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW000854,70-GP-40 Dynatec  Adhesive Applicator (Hot Melt),0.33,407087,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW001025,70-VA-24 TUMAC Button Valve Applicator Line 24,0.33,407092,24-Retail1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW001025,70-VA-24 TUMAC Button Valve Applicator Line 24,0.33,407100,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/14/2025,FW001025,70-VA-24 TUMAC Button Valve Applicator Line 24,0.5,407101,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW00003395,30-CV-30 Chain Conveyor,0.5,407134,Chainvey,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW00003495,70-FL-25B Video Jet Printer,0.33,407159,25-Frac 2,Printer Issue,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW00003508,REWORK CONVEYOR/ BAG SHREDDER / RIDDLER  LOCATED ON WEST WALL,1,407144,Rework,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW00003605,FLAVOR #3 SPRAY DYNAMIC FLAVOR APPLICATOR,0.2,407129,Flavor,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000277,30-RS-04 R1000R,0.33,407132,RT1000,Manual Product Move,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000339,70-FL-23 Urn General Bagger Filler,0.25,407156,23- Urn 1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000362,70-FL-22 5LB. General #2 Bagger Filler Line 22,1,407138,22- 5LB,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/15/2025,FW000605,70-CE-21 Frac1 Combi Case Erector Line 21,0.25,407125,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.5,407126,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,1.5,407127,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,1.42,407152,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000643,"40-BN-21, Blender 21",0.25,407161,MIXER,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000817,70-FL-25A Fractional Packaging Line 25,0.33,407158,25-Frac 2,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.2,407128,40- Retail FLV,Manual Product Move,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.33,407135,40- Retail FLV,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.42,407155,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000856,"70-AU-40 Filler, Auger",0.5,407142,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW000858,"70-CS-41 Frac Taper Case Sealer, 3M,",0.3,407146,41- Frac 3 FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW001013,70-FL-25B Fractional Packaging Line 25,0.5,407153,25-Frac 2,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW200073,70-FL-43 Hayssen Packaging Equipment,0.5,407145,43-5LB FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/15/2025,FW200074,70-FL-41 Hayssen Frac 3  Bagger Equipment,0.5,407143,41- Frac 3 FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW00003395,30-CV-30 Chain Conveyor,0.33,407192,Chainvey,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW00003395,30-CV-30 Chain Conveyor,4,407193,Chainvey,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.5,407210,RT3000,Manual Product Move,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000471,25-CV-20 CD04 - Conveyor Rotary Valve,0.5,407203,ROTARY VLV,Rotary Valve,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.25,407205,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000608,70-PK-21 Frac1 Combi Case Packer,0.25,407183,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.5,407184,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.17,407186,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,10,407194,ROTARY VLV,Major Breakdown Maintenance,Breakdown,3,FALSE,FALSE,TRUE
1/16/2025,FW000744,50-CV-99 CD 22  Conveyor Rotary Valve,8,407208,ROTARY VLV,Rotary Valve,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.25,407190,40- Retail FLV,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000852,"70-FL-40 Fresco G14, Form Fill  LINE 40",0.5,407206,40- Retail FLV,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW000854,70-GP-40 Dynatec  Adhesive Applicator (Hot Melt),1,407204,40- Retail FLV,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/16/2025,FW001025,70-VA-24 TUMAC Button Valve Applicator Line 24,0.17,407185,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW001117,70-LL-25  Video Jet Case Labeler,0.2,407187,25-Frac 2,Printer Issue,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW001117,70-LL-25  Video Jet Case Labeler,0.08,407189,25-Frac 2,Printer Issue,Process Failure,3,FALSE,FALSE,FALSE
1/16/2025,FW001117,70-LL-25  Video Jet Case Labeler,0.33,407209,25-Frac 2,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW00003395,30-CV-30 Chain Conveyor,0.25,407249,Chainvey,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW00003420,70-VA-41 Plitek Valve Applicator Line 41,0.25,407270,41- Frac 3 FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW00003495,70-FL-25B Video Jet Printer,0.17,407245,25-Frac 2,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW00003509,70-PL-40 Retail Flv  Video Jet Printer,0.33,407273,40- Retail FLV,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000277,30-RS-04 R1000R,0.5,407248,RT1000,Manual Product Move,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.25,407261,RT3000,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000278,30-RS-05 RT3000 Roaster JUPITER,0.75,407284,RT3000,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000313,45-GR-32 MPE 999 Grinder #2,0.3,407250,Grinder 2,Manual Product Move,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000313,45-GR-32 MPE 999 Grinder #2,5.17,407277,Grinder 2,Minor Breakdown Maintenance,Breakdown,3,FALSE,FALSE,FALSE
1/17/2025,FW000313,45-GR-32 MPE 999 Grinder #2,0.25,407285,Grinder 2,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000361,70-PL-24 Video Jet Printer,0.5,407242,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000361,70-PL-24 Video Jet Printer,0.33,407280,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000361,70-PL-24 Video Jet Printer,0.25,407281,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000516,25-HP-01A/KV-01 Knife Valve,0.5,407263,Green Bean,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000593,70-FL-21A Frac 1 Packaging Line 21 Side A,0.25,407276,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000605,70-CE-21 Frac1 Combi Case Erector Line 21,0.25,407275,21-Frac 1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000605,70-CE-21 Frac1 Combi Case Erector Line 21,0.5,407279,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000608,70-PK-21 Frac1 Combi Case Packer,0.33,407254,21-Frac 1,Corrective Maintenance,Process Failure,3,FALSE,FALSE,FALSE
1/17/2025,FW000631,70-FL-24 Fresco Retail Packaging Line 24,0.75,407243,24-Retail1,Operator Adjustment,Process Failure,3,FALSE,FALSE,FALSE
